Voltage_measured,Current_measured,Temperature_battery,ambient_temperature,time_seconds
3.6570811410636694,0.0037404110732329517,3.6570811410636694,4.0,2035.172
3.657551582137803,0.0030865536083942934,3.657551582137803,4.0,2044.906
3.6583373978948286,-0.004235744010837571,3.6583373978948286,4.0,2054.672
3.658617383532795,-0.003202392630540702,3.658617383532795,4.0,2064.406
3.658873901636765,-0.0011140155311389472,3.658873901636765,4.0,2074.188
3.659392115370153,-0.0037617906883196475,3.659392115370153,4.0,2083.938
3.65978296619588,-0.0014795738746133107,3.65978296619588,4.0,2093.656
3.6601148583685057,-0.0009870556576640375,3.6601148583685057,4.0,2103.5
3.6605220717561284,-0.00481178874870406,3.6605220717561284,4.0,2113.25
3.660857531664831,0.0010350123865249703,3.660857531664831,4.0,2123.0
3.661044306229281,0.00042349126988316845,3.661044306229281,4.0,2132.781
3.661520370969336,-0.002054608372012797,3.661520370969336,4.0,2142.485
3.6617168278759618,-0.001632918345596548,3.6617168278759618,4.0,2152.235
3.6621489682502966,-0.0015085974352894978,3.6621489682502966,4.0,2161.953
3.66238053811165,-0.004381701507058774,3.66238053811165,4.0,2171.703
3.662648536458001,-0.0021356155047823288,3.662648536458001,4.0,2181.547
3.662981169610589,-0.00145414759297228,3.662981169610589,4.0,2191.25
3.6633125091892063,-0.0007982772109381148,3.6633125091892063,4.0,2201.031
3.663443760486458,0.0038459720207310697,3.663443760486458,4.0,2210.781
3.663760581972962,0.0006664517556739211,3.663760581972962,4.0,2220.485
3.66408828621394,0.002346823506412804,3.66408828621394,4.0,2230.25
3.664289451642551,0.00026763494478644845,3.664289451642551,4.0,2239.985
3.6646481763107777,-0.0013664375809526368,3.6646481763107777,4.0,2249.703
3.66491178247296,0.0017825603299099473,3.66491178247296,4.0,2259.453
3.6649944824309926,0.0025388772951767755,3.6649944824309926,4.0,2269.25
3.6653223273717845,0.003461328553951975,3.6653223273717845,4.0,2279.031
3.6656568933662665,-0.0027266120580436756,3.6656568933662665,4.0,2288.86
3.665730610184334,0.001406020054113423,3.665730610184334,4.0,2298.625
3.6661653931160405,0.0016536357731641777,3.6661653931160405,4.0,2308.391
3.6663088926789373,-0.0009051689456118157,3.6663088926789373,4.0,2318.094
3.666425088406606,-0.0021805892551056876,3.666425088406606,4.0,2327.844
3.6667617660552616,0.0007357978473060874,3.6667617660552616,4.0,2337.594
3.666918824720998,-0.0016880935358251918,3.666918824720998,4.0,2347.422
3.6669893757123426,0.000765756746797042,3.6669893757123426,4.0,2357.172
3.667150169272079,-0.0019827964309432097,3.667150169272079,4.0,2366.922
3.6674013485920876,0.001856192698757871,3.6674013485920876,4.0,2376.672
3.6674741520055765,0.00462355755384501,3.6674741520055765,4.0,2386.438
3.6677338175235867,0.0007599098953861022,3.6677338175235867,4.0,2396.219
3.668038408183018,-0.0007770931868584176,3.668038408183018,4.0,2406.0
3.66818696928491,-0.004691023714456263,3.66818696928491,4.0,2415.766
3.668457127269026,0.0013876420134534765,3.668457127269026,4.0,2425.531
3.6686323706266992,-0.003674413407560219,3.6686323706266992,4.0,2435.344
3.6688393786801505,-0.0015900369439621463,3.6688393786801505,4.0,2445.125
3.6689060558702296,-0.002257703440968199,3.6689060558702296,4.0,2454.891
3.6692126645781356,-0.003855713763095561,3.6692126645781356,4.0,2464.61
3.669285951030098,-0.0011069756948781401,3.669285951030098,4.0,2474.391
3.6695792184159632,-0.0027861039363003054,3.6695792184159632,4.0,2484.156
3.669468083637337,0.0017519991248270905,3.669468083637337,4.0,2493.891
3.6696858715546417,-0.0026113221497266,3.6696858715546417,4.0,2503.672
3.669866160893315,-0.0010923841530266155,3.669866160893315,4.0,2513.5
3.6701069626887213,0.0008346964816325447,3.6701069626887213,4.0,2523.266
3.6701148372084695,-0.00025636419012868,3.6701148372084695,4.0,2533.031
3.6703385787323093,0.0005886233746662651,3.6703385787323093,4.0,2542.828
3.670618093458237,0.0021203775241921017,3.670618093458237,4.0,2552.61
3.6705091636403075,-0.0017050414279023405,3.6705091636403075,4.0,2562.344
3.6707488241308597,-0.0038683001717094486,3.6707488241308597,4.0,2572.219
3.6707162666917377,-0.0028473531093032396,3.6707162666917377,4.0,2582.047
3.6709723148654283,-0.001343123510890919,3.6709723148654283,4.0,2591.797
3.67115284028459,-0.00037908571221197443,3.67115284028459,4.0,2601.594
3.6712728601456406,-0.001171005373976604,3.6712728601456406,4.0,2611.438
3.671420724716453,-0.003205412100706801,3.671420724716453,4.0,2621.188
3.671406010292509,-0.004579618910352432,3.671406010292509,4.0,2630.953
3.6716357424903863,-0.002484780196806619,3.6716357424903863,4.0,2640.719
3.671535007315367,-0.0010436550920010544,3.671535007315367,4.0,2650.547
3.6717836335035434,-0.002810431349364275,3.6717836335035434,4.0,2660.313
4.14918086948454,-0.0007865205106219379,4.14918086948454,4.0,0.0
4.149115950741893,-0.0009713899559506501,4.149115950741893,4.0,9.313000000000002
3.701660365733693,-1.9950407042240903,3.701660365733693,4.0,19.516000000000002
3.674164990030907,-1.9955358911038643,3.674164990030907,4.0,28.969
3.65085610252504,-1.9939700552145097,3.65085610252504,4.0,38.391
3.6294697034158414,-1.993197494790327,3.6294697034158414,4.0,47.86
3.60831434019602,-1.9922629456757541,3.60831434019602,4.0,57.25
3.5873546022441833,-1.993409585445605,3.5873546022441833,4.0,66.672
3.565651950974218,-1.9945531491908766,3.565651950974218,4.0,76.157
3.54311708576378,-1.9928113002126944,3.54311708576378,4.0,85.563
3.519753333537469,-1.9946689129151833,3.519753333537469,4.0,94.938
3.4950421072977407,-1.9922516933985055,3.4950421072977407,4.0,104.39099999999999
3.469687371884937,-1.9939772366363089,3.469687371884937,4.0,113.82900000000001
3.444375450010386,-1.9925782553342848,3.444375450010386,4.0,123.219
3.4196628247259393,-1.9926983937477472,3.4196628247259393,4.0,132.625
3.397194309055044,-1.9923271550649866,3.397194309055044,4.0,142.016
3.377661978795322,-1.9936595454176678,3.377661978795322,4.0,151.485
3.3612203888899246,-1.9927319549190718,3.3612203888899246,4.0,160.875
3.348254938366086,-1.9942153892700318,3.348254938366086,4.0,170.313
3.338217606666951,-1.9919399925889492,3.338217606666951,4.0,179.75
3.3307021721767582,-1.9937899825577996,3.3307021721767582,4.0,189.157
3.3254140742429485,-1.9913184815584117,3.3254140742429485,4.0,198.594
3.3219037354922873,-1.9938094070644992,3.3219037354922873,4.0,208.047
3.3198058815845934,-1.9949822270847812,3.3198058815845934,4.0,217.485
3.3185982445628293,-1.9959503490046473,3.3185982445628293,4.0,226.922
3.3187830310391786,-1.9942224508785622,3.3187830310391786,4.0,236.36
3.3192223445053446,-1.9929955787390092,3.3192223445053446,4.0,245.766
3.320350602857979,-1.993439662391814,3.320350602857979,4.0,255.204
3.3216404717146117,-1.994425513667055,3.3216404717146117,4.0,264.594
3.32363442549301,-1.99268618063766,3.32363442549301,4.0,274.016
3.3255067727465866,-1.994782981120435,3.3255067727465866,4.0,283.407
3.3276996093774804,-1.9936513854898033,3.3276996093774804,4.0,292.922
3.329635989389583,-1.9913665269464547,3.329635989389583,4.0,302.297
3.3318462860593043,-1.9931486669828722,3.3318462860593043,4.0,311.704
3.334086874654697,-1.9937643391995121,3.334086874654697,4.0,321.094
3.3363144898803747,-1.9928621103239326,3.3363144898803747,4.0,330.547
3.3382975313554377,-1.9922499344274396,3.3382975313554377,4.0,339.985
3.340353464371823,-1.991837760055674,3.340353464371823,4.0,349.375
3.3422048877865302,-1.9950815574210876,3.3422048877865302,4.0,358.844
3.343805019706922,-1.9923396082849196,3.343805019706922,4.0,368.25
3.345294271681337,-1.994688271729187,3.345294271681337,4.0,377.641
3.347097718637474,-1.993146376185536,3.347097718637474,4.0,387.063
3.3482884655501883,-1.994082818470164,3.3482884655501883,4.0,396.532
3.3496071907241216,-1.9926649844925783,3.3496071907241216,4.0,405.922
3.3506657529701003,-1.9950032179101747,3.3506657529701003,4.0,415.391
3.3515266909330372,-1.9918412676233863,3.3515266909330372,4.0,424.782
3.3525348392862724,-1.9923687951718452,3.3525348392862724,4.0,434.188
3.353224755653735,-1.9948653107360141,3.353224755653735,4.0,443.579
3.3537641552553854,-1.9939138364051712,3.3537641552553854,4.0,453.047
3.354450546095387,-1.9921774778194097,3.354450546095387,4.0,462.422
3.355125220671473,-1.992046792291188,3.355125220671473,4.0,471.813
3.355426478324476,-1.9952554739651893,3.355426478324476,4.0,481.25
3.3556139126557927,-1.9939941051420313,3.3556139126557927,4.0,490.641
3.3558323533704546,-1.9935476063089554,3.3558323533704546,4.0,500.141
3.3560496888534543,-1.9939680976814067,3.3560496888534543,4.0,509.547
3.356207803409878,-1.9935274598560444,3.356207803409878,4.0,519.0
3.356193544920091,-1.9950981487368524,3.356193544920091,4.0,528.391
3.356030790023438,-1.9924759978982636,3.356030790023438,4.0,537.766
3.3559682417056496,-1.9934580862389002,3.3559682417056496,4.0,547.172
3.3557093668018054,-1.9909042292317023,3.3557093668018054,4.0,556.563
3.3555241481729463,-1.9923015990497894,3.3555241481729463,4.0,565.954
3.355091889813079,-1.9941453570715215,3.355091889813079,4.0,575.36
3.3547109629984218,-1.9917214203297762,3.3547109629984218,4.0,584.797
3.354382304791435,-1.994501112325461,3.354382304791435,4.0,594.204
3.354008149681673,-1.992820523858006,3.354008149681673,4.0,603.594
3.3534777334667765,-1.9943842362668758,3.3534777334667765,4.0,612.969
3.3530054738066695,-1.9942423757865235,3.3530054738066695,4.0,622.454
3.3522312803727234,-1.9917776143312143,3.3522312803727234,4.0,631.844
3.351667814687054,-1.993076529070503,3.351667814687054,4.0,641.266
3.3511218267438387,-1.9953637897967744,3.3511218267438387,4.0,650.672
3.350410516923821,-1.9923596168102737,3.350410516923821,4.0,660.094
3.3498249212693345,-1.9940110958573614,3.3498249212693345,4.0,669.469
3.348989377431509,-1.993681853094129,3.348989377431509,4.0,678.829
3.348409499060653,-1.9925451397976173,3.348409499060653,4.0,688.219
3.3476279932436337,-1.991934934295378,3.3476279932436337,4.0,697.625
3.3469222035244286,-1.9933980927360937,3.3469222035244286,4.0,707.0
3.346097009730785,-1.9919560158080911,3.346097009730785,4.0,716.407
3.3453263706628333,-1.9930404996102913,3.3453263706628333,4.0,725.829
3.3444780880331373,-1.9920548676916514,3.3444780880331373,4.0,735.266
3.343656960904143,-1.994640774491772,3.343656960904143,4.0,744.672
3.3428421686825702,-1.9932111338989824,3.3428421686825702,4.0,754.079
3.3420473682476026,-1.9931600210975409,3.3420473682476026,4.0,763.5
3.341208938701975,-1.9933946548795565,3.341208938701975,4.0,772.875
3.3404147846952132,-1.9934726271209393,3.3404147846952132,4.0,782.282
3.3394807408358957,-1.9923378576893944,3.3394807408358957,4.0,791.75
3.3384878113762495,-1.9941122449116648,3.3384878113762495,4.0,801.141
3.3377538753652365,-1.9932317379114064,3.3377538753652365,4.0,810.547
3.336780243447557,-1.9921542398540806,3.336780243447557,4.0,819.938
3.335996802215162,-1.9927167258499503,3.335996802215162,4.0,829.344
3.335116724170149,-1.9926394808705998,3.335116724170149,4.0,838.75
3.334283749935902,-1.9939344045522625,3.334283749935902,4.0,848.188
3.3332520526339127,-1.993517658816594,3.3332520526339127,4.0,857.61
3.332286062993038,-1.9918700075191034,3.332286062993038,4.0,867.016
3.3313377029746607,-1.9926798313378524,3.3313377029746607,4.0,876.5
3.330670004261804,-1.9919415667148161,3.330670004261804,4.0,885.938
3.3295678249078215,-1.9941638177643872,3.3295678249078215,4.0,895.438
3.328620003444355,-1.993077438460833,3.328620003444355,4.0,904.891
3.3276449977168654,-1.9946018765638447,3.3276449977168654,4.0,914.282
3.3266804192569097,-1.9942131995564851,3.3266804192569097,4.0,923.704
3.325623878522524,-1.9920730741853616,3.325623878522524,4.0,933.094
3.3246024565608385,-1.992502696540667,3.3246024565608385,4.0,942.516
3.3237033095600466,-1.9911715598619166,3.3237033095600466,4.0,951.922
3.3228847171848406,-1.9932950882227718,3.3228847171848406,4.0,961.36
3.32132851190556,-1.99086684033229,3.32132851190556,4.0,970.782
3.3195464075301735,-1.9945104837163163,3.3195464075301735,4.0,980.204
3.3177356192604357,-1.992370159230953,3.3177356192604357,4.0,989.594
3.3155632978317047,-1.9929086454396954,3.3155632978317047,4.0,999.016
3.3130902096288137,-1.9914316454622074,3.3130902096288137,4.0,1008.469
3.31076550498331,-1.9941946093257532,3.31076550498331,4.0,1017.922
3.3080526672907244,-1.9910919127499749,3.3080526672907244,4.0,1027.329
